"DigitizationNotes","recordingDate","recordingDigitalStatusValue","recordingDigitizer","recordingEventDescription","recordingEventRecordingNotes","recordingEventTitle","recordingFileSize","recordingLocation","recordingPermissions","recordingPFASeries","recordingTapeNumber","recordingTapeSide","FilmTitles","Speakers","lnfn"
"Tote 181-11","Wed Apr 01 00:00:00 PST 1981","Analog tape","MediaPreserve",,,"Pursued: An evening with Niven Busch, part two",,"PFA",,,435,,"PURSUED","Albert Johnson|Niven Busch","Johnson, Albert|Busch, Niven"
"Tote 134-38","Tue Sep 18 00:00:00 PDT 1984","Analog tape","MediaPreserve",,,"Presidents on film",,"PFA","Online plus in-house - Full access given",,688,,"King’s row|Millhouse: A White comedy","Michael Rogin","Rogin, Michael"
"Tote 134-38","Thu Oct 11 00:00:00 PDT 1984","Analog tape","MediaPreserve",,,"Films from the International Short Film Festival Oberhausen",,"PFA",,,689,,,"Wolfgang Ruf","Ruf, Wolfgang"
"Tote 134-38","Tue Oct 16 00:00:00 PDT 1984","Analog tape","MediaPreserve",,,,,"PFA",,,690,,"Juan Felix Sanchez|La Guajira","Calogero Salvo","Salvo, Calogero"
"Tote 134-38","Sun Jan 27 00:00:00 PST 1985","Analog tape","MediaPreserve",,,,,"PFA",,,691,,"Animal Kingdom","Robert Gitt","Gitt, Robert"
"Tote 134-38","Sun Feb 03 00:00:00 PST 1985","Analog tape","MediaPreserve",,,"British Musicals of the Thirties",,"PFA",,,694,,"Looking on the bright side","Anthony Slide","Slide, Anthony"
"Tote 134-38","Sun Feb 10 00:00:00 PST 1985","Analog tape","MediaPreserve",,,,,"PFA","Online plus in-house - Full access given",,697,,"Club Night","Jean-Pierre Gorin","Gorin, Jean-Pierre"
"Tote 134-38","Wed Feb 20 00:00:00 PST 1985","Analog tape","MediaPreserve",,,"Yesterday’s witness",,"PFA",,,"699A",,"The great sit-down|Burston School Strike","Stephen Peet","Peet, Stephen"
"Tote 134-38","Wed Feb 20 00:00:00 PST 1985","Analog tape","MediaPreserve",,,"Yesterday’s witness",,"PFA",,,"699B",,"The great sit-down|Burston School Strike","Stephen Peet","Peet, Stephen"
"Tote 134-38","Sat Mar 02 00:00:00 PST 1985","Analog tape","MediaPreserve","Also contains recording from 3/3/1985",,"Television Before 1950 / DuMont: The Forgotten Network",,"PFA",,,701,,"Television before 1950","Dan Einstein","Einstein, Dan"
"Tote 134-38","Mon Mar 04 00:00:00 PST 1985","Analog tape","MediaPreserve",,,"Journey across three continents",,"PFA",,,702,,"Illusions|Black Girl","Barbara Christian","Christian, Barbara"
"Tote 134-38","Wed Mar 06 00:00:00 PST 1985","Analog tape","MediaPreserve",,,,,"PFA",,,703,,"Borom Sarret|Baara","Albert Johnson|Percy Hintzen","Johnson, Albert|Hintzen, Percy"
"Tote 134-38","Fri Mar 08 00:00:00 PST 1985","Analog tape","MediaPreserve",,"Tape 1 of 2",,,"PFA",,,"704A",,"All my good countrymen|The Return","Vojtech Jasny","Jasny, Vojtech"
"Tote 134-38","Fri Mar 08 00:00:00 PST 1985","Analog tape","MediaPreserve",,"Tape 2 of 2",,,"PFA",,,"704B",,"All my good countrymen|The Return","Vojtech Jasny","Jasny, Vojtech"
"Tote 134-38","Sun Mar 10 00:00:00 PST 1985","Analog tape","MediaPreserve",,,,,"PFA","Online plus in-house - Full access given",,705,,"Hearst Metrotone Newsreels","Michael Friend","Friend, Michael"
"Tote 134-38","Tue Mar 12 00:00:00 PST 1985","Analog tape","MediaPreserve",,,"Four films by Vincent Grenier",,"PFA",,,706,,"Time's Wake|D'Après Meg|Tremors|Shut Up Barbie","Vincent Grenier","Grenier, Vincent"
"Tote 134-38","Wed Mar 13 00:00:00 PST 1985","Analog tape","MediaPreserve",,,"Journey across three continents",,"PFA",,,707,,"Poko|Sey Seyeti","Semere Haile","Haile, Semere"
"Tote 134-38","Wed Mar 20 00:00:00 PST 1985","Analog tape","MediaPreserve",,,"Films of Ritwik Ghatak",,"PFA",,,709,,"Mechanical Man","Mani Kaul","Kaul, Mani"
"Tote 134-38","Sun Mar 24 00:00:00 PST 1985","Analog tape","MediaPreserve","Introductions","Tape 1 of 5",,,"PFA","no form given",,"710A",,"Way down east","Edith Kramer|Peter Williamson|Tom Hazelton|Mimi Hazelton","Kramer, Edith|Williamson, Peter|Hazelton, Tom|Hazelton, Mimi"
"Tote 134-38","Sun Mar 24 00:00:00 PST 1985","Analog tape","MediaPreserve",,"Tape 2 of 5. Live organ accompaniment. Side 1 and Side 3. A-side contains all of reel 1 and part of reel 2. B-side contains part of reel 3 and all of reel 4.",,,"PFA","no form given",,"710B",,"Way down east","Tom Hazelton|Mimi Hazelton","Hazelton, Tom|Hazelton, Mimi"
"Tote 134-38","Sun Mar 24 00:00:00 PST 1985","Analog tape","MediaPreserve",,"Tape 3 of 5. Side 2 and side 4. A-side contains R2 continued and part of R3. B-side contains beginning of part II of the film, R5 and part of R6. ",,,"PFA","no form given",,"710C",,"Way down east","Tom Hazelton","Hazelton, Tom"
"Tote 134-38","Sun Mar 24 00:00:00 PST 1985","Analog tape","MediaPreserve",,"Tape 4 of 5. Tape contains side 5. R6 continues and part of R7. ",,,"PFA","no form given",,"710D",,"Way down east","Tom Hazelton","Hazelton, Tom"
"Tote 134-38","Sun Mar 24 00:00:00 PST 1985","Analog tape","MediaPreserve",,"Tape 5 of 5. Tape contains side 6. R7 continues until the end. ",,,"PFA","no form given",,"710E",,"Way down east","Tom Hazelton","Hazelton, Tom"
"Tote 134-38","Wed Mar 27 00:00:00 PST 1985","Analog tape","MediaPreserve",,,"Films of Ritwik Ghatak",,"PFA",,,711,,"Mind of clay","Mani Kaul|Satti Kanna","Kaul, Mani|Kanna, Satti"
"Tote 134-38","Wed Mar 27 00:00:00 PST 1985","Analog tape","MediaPreserve","Edith Kramer, moderator",,,,"PFA",,,712,,"Mind of clay","Mani Kaul|Satti Kanna|Edith Kramer","Kaul, Mani|Kanna, Satti|Kramer, Edith"
"Tote 134-38","Fri Mar 29 00:00:00 PST 1985","Analog tape","MediaPreserve",,,,,"PFA",,,713,,"Right to hope|Another way","Zsolt Kezdi-Kovacs","Kezdi-Kovacs, Zsolt"
"Tote 134-38","Wed Apr 03 00:00:00 PST 1985","Analog tape","MediaPreserve",,,,,"PFA",,,714,,"Solaris","Mani Kaul","Kaul, Mani"
"Tote 134-38","Sat Apr 06 00:00:00 PST 1985","Analog tape","MediaPreserve",,,"Films of Mikio Naruse",,"PFA",,,715,,"Flunky, work hard!|Apart from you","Audie Bock","Bock, Audie"
"Tote 134-38","Thu Apr 11 00:00:00 PST 1985","Analog tape","MediaPreserve",,,,,"PFA",,,716,,"Two stage sisters|Whirlpool","Xie Jin","Jin, Xie"
"Tote 134-38","Sun Apr 14 00:00:00 PST 1985","Analog tape","MediaPreserve",,,,,"PFA",,,717,,"White elephant","Werner Grusch","Grusch, Werner"
"Tote 134-38","Wed Apr 18 00:00:00 PST 1984","Analog tape","MediaPreserve",,,,,"PFA","no form given",,718,,"Shadow of the earth","Taieb Louhichi","Louhichi, Taieb"
"Tote 134-38","Sat Apr 20 00:00:00 PST 1985","Analog tape","MediaPreserve",,"Tape 1 of 2",,,"PFA",,,"719A",,"Absence|Man marked for death, twenty years later","Rodolfo Kuhn|Eduardo Coutinho","Kuhn, Rodolfo|Coutinho, Eduardo"
"Tote 96","Sat Apr 20 00:00:00 PST 1985","Analog tape","MediaPreserve",,"Tape 2 of 2",,,"PFA",,,"719B",,"Absence","Rodolfo Kuhn","Kuhn, Rodolfo"
"Tote 96","Sun Apr 21 00:00:00 PST 1985","Analog tape","MediaPreserve",,,"Early paper prints",,"PFA",,,720,,,"Robert Gitt|William Ault","Gitt, Robert|Ault, William"
"Tote 96","Fri Apr 26 00:00:00 PST 1985","Analog tape","MediaPreserve",,,,,"PFA",,,721,,"Giants of jazz","Mark Cantor","Cantor, Mark"
"Tote 96","Sun Apr 28 00:00:00 PST 1985","Analog tape","MediaPreserve",,,,,"PFA",,,722,,"Blues, Rockabilly and Western Swing","Mark Cantor","Cantor, Mark"
"High Amount of Buzz on Tape; Static on Tape","Tue May 07 00:00:00 PDT 1985","Analog tape","MediaPreserve",,"Continued on 723B","Japanese experimental films; part one",,"PFA","Online plus in-house - Full access given","Japanese Avant Garde ","723A","A",,"Audie Bock|Nobuhiro Kawanaka","Bock, Audie|Kawanaka, Nobuhiro"
"Side B is Blank","Tue May 07 00:00:00 PDT 1985","Analog tape","MediaPreserve",,"Part one of this recording is on tape 723A","Japanese experimental films; part two",,"PFA","Online plus in-house - Full access given","Japanese Avant Garde ","723B",,,"Audie Bock|Nobuhiro Kawanaka","Bock, Audie|Kawanaka, Nobuhiro"
"LH:Short periods of silence occur punctually. Microphone equipment problems occur at head of recording, resulting in buzz, humm, and clicks. MP:Static on Tape; High Amount of Buzz on Tape; Side B is Blank.","Thu May 09 00:00:00 PDT 1985","Analog tape","MediaPreserve",,,"Films of FW Murnau: Restored prints from the Munichfilmmuseum",,"PFA","Online plus in-house - Full access given",,724,,"Journey into night","Enno Patalas","Patalas, Enno"
"High Background Noise on Tape; Static on Tape; Side B is Blank; ","Tue Jun 05 00:00:00 PDT 1984","Analog tape","MediaPreserve",,,,,"PFA",,,725,,"Untilted|Haiti","Rudy Burckhardt","Burckhardt, Rudy"
"MP: High Amount of Buzz on Tape; Program Ends Abruptly; Side B is Blank; ","Tue May 14 00:00:00 PDT 1985","Analog tape","MediaPreserve",,,"Low Visibility: New Canadian Independent Cinema",,"PFA","Online plus in-house - Full access given",,726,,"LOW VISIBILITY","Patricia Gruben","Gruben, Patricia"
"Tote 96","Sun Feb 23 00:00:00 PST 1986","Analog tape","MediaPreserve",,,"Forum: Fond de la Television: Implications of the Godard Tapes for American Independent Television Producers",,"PFA",,,"772A",,,"Jon Jost|Lawrence Daressa|James MacBean","Jost, Jon|Daressa, Lawrence|MacBean, James"
"Tote 96","Mon Jun 24 00:00:00 PDT 1985",,"MediaPreserve",,,,,,,,733,,"OWD BOB|Lancashire Luck|Chance of a Lifetime|40,000 Horsemen","William K. Everson","Everson, William K."
"Tote 134-38","Wed Aug 29 00:00:00 PDT 1984","Analog tape","MediaPreserve",,,,,,,,685,,"The Rebel|Three Faces West","William K. Everson","Everson, William K."
"Tote 134-38","Sat Aug 25 00:00:00 PDT 1984",,"MediaPreserve","8/25, 8/27, 8/28/1984",,,,,,,684,,"The Crooked Way|The Delta Factor|A Nation Aflame|The Mormon Maid|The House Master|The Guinea Pig","William K. Everson","Everson, William K."
"Tote 134-38","Wed Aug 22 00:00:00 PDT 1984",,"MediaPreserve","8/22, 8/23, 8/24/1984",,,,,,,683,,"Dangerous Hours|Red Salute|White Corridors|Jassy|Dante's Inferno (Italy)|Dante's Inferno (USA)|The Devil's Assistant|The White Hell of Pitz Palu","William K. Everson","Everson, William K."
"Tote 134-38","Sun Aug 19 00:00:00 PDT 1984",,"MediaPreserve",,"Tape 2 of 2; dates: 8/19-8/21/1984",,,,,,682,,"THE MILKY WAY|Speedy|Hunted Men|Thirteen Hours by Air|Flight from Glory|Stella Maris|Wild Horse Mesa","William K. Everson","Everson, William K."
"Tote 134-38","Sun Aug 19 00:00:00 PDT 1984",,"MediaPreserve",,"Tape 1 of 2; dates: 8/19, 8/20, 8/21/1984",,,,,,681,,"THE MILKY WAY|Speedy|Hunted Men|Thirteen Hours by Air|Flight from Glory|Stella Maris|Wild Horse Mesa|Sunset Pass","William K. Everson","Everson, William K."
"Tote 134-38","Tue Mar 15 00:00:00 PST 1983","Analog tape","MediaPreserve","Photos of the event are in the BAMPFA collection.
""Michael Snow and Henry Kaiser have been performing together for the past five years. Snow has been as involved in new music as in film for many years, and has toured all over the world performing on trumpet, piano and now electric guitar. He has long been associated with the Canadian Creative Music Collective. Berkeley musician Henry Kaiser has performed widely with internationally acclaimed artists in the world of free improvisational music. The Los Angeles Herald Examiner has described him as ""the most innovative and important electric guitar player in this country."" He has made 20 record albums. Kaiser has frequently contributed to PFA's programming of Japanese Cinema as guest curator.""","Tape 2 of 2","Michael Snow and Henry Kaiser in Concert",,"UAM Gallery B",,,601,,,"Henry Kaiser|Michael Snow","Kaiser, Henry|Snow, Michael"
"Tote 101-2","Sun Feb 20 00:00:00 PST 1983",,"MediaPreserve","Epilogue and discussion","Part 2 of 2",,,,,,591,,"BERLIN ALEXANDERPLATZ","Anton Kaes|Eric Rentschler","Kaes, Anton|Rentschler, Eric"
"This is the B side","Mon Jan 16 00:00:00 PST 1984",,"MediaPreserve",,,,,,,,646,"B","GUN SMOKE|MAN OF CONQUEST","William K. Everson","Everson, William K."
"This is the B side","Sat Jan 14 00:00:00 PST 1984","Analog tape","MediaPreserve",,,,,"PFA",,,645,"B","THE PHANTOM OF CRESTWOOD|THE CANARY MURDER CASE|Show Them No Mercy","William K. Everson","Everson, William K."
"This is the B side","Thu Jan 12 00:00:00 PST 1984","Analog tape","MediaPreserve",,,,,"PFA",,,644,"B","THE LOST SON|MASSACRE","William K. Everson","Everson, William K."
"This is the B side of 647","Thu Jan 19 00:00:00 PST 1984","Analog tape","MediaPreserve",,,,,"PFA",,,647,"B","IT PAYS TO ADVERTISE|THE RAGE OF PARIS|THE HALF-NAKED TRUTH","William K. Everson","Everson, William K."
"Tote 101-2","Sun Jan 30 00:00:00 PST 1983",,"MediaPreserve",,"Part 2 of 2",,,"PFA",,,588,,"NORTH BY NORTHWEST","William Rothman","Rothman, William"
"Tote 101-2","Sat Jan 29 00:00:00 PST 1983",,"MediaPreserve",,"Part 2 of 2",,,"PFA",,,586,,"STAGEFRIGHT","William Rothman","Rothman, William"
"Tote 101-2","Fri Jan 28 00:00:00 PST 1983",,"MediaPreserve",,"Tape 2 of 2",,,"PFA",,,584,,"YOUNG AND INNOCENT","William Rothman","Rothman, William"
"This is the B-side of the same tape 581","Wed Jan 19 00:00:00 PST 1983",,"MediaPreserve",,,,,"PFA",,,581,"B","ALL QUIET ON THE WESTERN FRONT","William K. Everson","Everson, William K."
"This is the B-side of the same tape 579","Sun Jan 16 00:00:00 PST 1983",,"MediaPreserve",,,,,"PFA",,,579,"B","KING OF THE JUNGLE|Chandu the Magician|Chandu on the Magic Isle","William K. Everson","Everson, William K."
"Tote 101-2","Sat Aug 21 00:00:00 PDT 1982",,"MediaPreserve","Film was listed in PFA program as ""The True Story of Gregorio Cortéz""",,"Chicano Film Weekend",,"PFA",,,548,"A","The Ballad of Gregorio Cortez","James Gammon","Gammon, James"
"Tote 101-2","Wed Dec 02 00:00:00 PST 1981","Analog tape","MediaPreserve",,,,,,"Online plus in-house - Full access given",,475,,"Une Simple Histoire|La Nuit Claire","Marcel Hanoun","Hanoun, Marcel"
"Tote 101-2","Tue Dec 01 00:00:00 PST 1981","Analog tape","MediaPreserve",,,,,"PFA",,,474,,,"Vincent Grenier","Grenier, Vincent"
"Tote 101-2","Wed Sep 30 00:00:00 PDT 1981","Analog tape","MediaPreserve",,,,,"PFA","Online plus in-house - Full access given",,473,,"In Search of Famine","Mrinal Sen","Sen, Mrinal"
"Tote 181-11","Tue Sep 08 00:00:00 PDT 1981","Analog tape","MediaPreserve",,,,,"PFA",,,472,,"Nanook of the North","David Shepard","Shepard, David"
"Tote 181-11","Thu Jul 23 00:00:00 PDT 1981","Analog tape","MediaPreserve",,,,,"PFA",,,471,,"Mad About Music|First Love","William K. Everson|Deanna Durbin","Everson, William K.|Durbin, Deanna"
"Tote 181-11","Tue Jul 21 00:00:00 PDT 1981","Analog tape","MediaPreserve",,,,,"PFA",,,470,,"CARAVAN|Fanny by Gaslight","William K. Everson","Everson, William K."
"Tote 181-11","Fri Jan 30 00:00:00 PST 1981","Analog tape","MediaPreserve",,,,,"PFA","Online plus in-house - Full access given",,469,,"CONFIDENCE|25 Firman's Street|Lovefilm|Father","István Szabó","Szabó, István"
"Tote 181-11","Sat Jan 17 00:00:00 PST 1981","Analog tape","MediaPreserve",,,,,"PFA",,,468,"A","The Woman Who Came Back|Supernatural","William K. Everson","Everson, William K."
"This is the B-side of the same tape 468","Sun Jan 18 00:00:00 PST 1981","Analog tape","MediaPreserve",,,,,"PFA",,,468,"B","WILD GIRL|Mountain Justice","William K. Everson","Everson, William K."
"Tote 181-11","Mon Mar 24 00:00:00 PST 1980","Analog tape","MediaPreserve",,,,,"PFA","Online plus in-house - Full access given",,467,,"Phoenix 2772","Osamu Tezuka","Tezuka, Osamu"
"Tote 181-11","Sun Nov 15 00:00:00 PST 1981","Analog tape","MediaPreserve",,,,,"PFA",,,466,,"These Are the Weapons","Camilo De Sousa|Pedro Pimenta","Sousa, Camilo De|Pimenta, Pedro"
"Tote 181-11","Sun Nov 08 00:00:00 PST 1981","Analog tape","MediaPreserve",,,,,"PFA",,,465,,"BED AND SOFA|Brighton Beach|Gertrude and Alice|Speak Body|Jill Johnston","Carol Stein|Kay Armatage","Stein, Carol|Armatage, Kay"
"Tote 181-11","Fri Mar 22 00:00:00 PDT 2019","Analog tape","MediaPreserve",,,"Feminist Films from Iris Collective",,"PFA",,,464,,"Donna|We All Have Our Reasons","Frances Reid|Elizabeth Stevens","Reid, Frances|Stevens, Elizabeth"
"Tote 181-11","Fri Oct 16 00:00:00 PDT 1981","Analog tape","MediaPreserve",,,,,"PFA",,,463,,"Eating Raoul","Paul Bartel|Ann Kimmel","Bartel, Paul|Kimmel, Ann"
"Tote 181-11","Mon Oct 05 00:00:00 PDT 1981","Analog tape","MediaPreserve",,,,,"PFA",,,462,,"Aakrosh","Govind Nihalani","Nihalani, Govind"
"Tote 181-11","Fri Sep 11 00:00:00 PDT 1981","Analog tape","MediaPreserve",,,,,,,,461,,"Smoldering Fires|Talk about a Stranger|Sredni Vashtar","David Bradley","Bradley, David"
"This is the B-side of the same tape 448.","Sun May 17 00:00:00 PDT 1981","Analog tape","MediaPreserve",,,,,"PFA",,,448,"B","Swing Era","John Jeremy","Jeremy, John"
"Tote 181-11","Wed Sep 09 00:00:00 PDT 1981","Analog tape","MediaPreserve",,,,,"PFA",,,460,,"Othello|Julius Caesar","David Bradley","Bradley, David"
"Tote 181-11","Mon Mar 02 00:00:00 PST 1981","Analog tape","MediaPreserve",,"Tape 4 of 4",,,"PFA",,,429,"A","DIE NIBELUNGEN: SIEGFRIED","Enno Patalas","Patalas, Enno"
"Tote 181-11","Mon Sep 29 00:00:00 PDT 1980","Analog tape","MediaPreserve",,,,,"PFA","Online plus in-house - Full access given",,400,,"Killer of Sheep","Charles Burnett","Burnett, Charles"
"This is the B side of tape 350","Mon Jan 28 00:00:00 PST 1980","Analog tape","MediaPreserve",,,"William K. Everson Presents",,"PFA",,,350,"B","OLD SAN FRANCISCO|The Mask of Fu Manchu","William K. Everson","Everson, William K."
"Tote 134-38","Sat Apr 09 00:00:00 PST 1983","Analog tape","MediaPreserve",,,,,,,"PFA",608,"A","RARE JAZZ CLIPS","Mark Cantor","Cantor, Mark"
"Tote 23-12","Tue Dec 05 00:00:00 PST 1978","Analog tape","MediaPreserve",,,"New English Films: Serial Form",,"PFA","Online plus in-house - Full access given","New English Films",229,,"Lightmusic|10 Drawings|Short Film Series","Deke Dusinberre","Dusinberre, Deke"
"Tote 23-12","Thu Nov 30 00:00:00 PST 1978","Analog tape","MediaPreserve",,,"Focus on Portugal",,"PFA",,,228,,"SCENES FROM THE CLASS STRUGGLE IN PORTUGAL|TRAS-OS-MONTES","Robert Kramer|Thomas Harlan|Alberto Seixas Santos","Kramer, Robert|Harlan, Thomas|Santos, Alberto Seixas"
"Tote 66-30","Wed Nov 29 00:00:00 PST 1978","Analog tape","MediaPreserve",,,,,"PFA",,,227,,"Torre Bela: The Birth of a Commune","Robert Kramer|Thomas Harlan","Kramer, Robert|Harlan, Thomas"
"Tote 66-30","Tue Nov 28 00:00:00 PST 1978","Analog tape","MediaPreserve",,,,,"PFA",,,226,,"THE DANCING SOUL OF THE WALKING PEOPLE","Paula Gladstone","Gladstone, Paula"
"Tote 66-30","Tue Nov 28 00:00:00 PST 1978","Analog tape","MediaPreserve",,,,,"PFA","Online plus in-house - Full access given",,225,,,"Leonard Lipton","Lipton, Leonard"
"Tote 66-30","Tue Nov 28 00:00:00 PST 1978","Analog tape","MediaPreserve",,,,,"PFA",,,224,,"Brandos Costumes","Robert Kramer|Otelo de Carvalho","Kramer, Robert|Carvalho, Otelo de"
"Tote 66-30","Thu Nov 23 00:00:00 PST 1978","Analog tape","MediaPreserve",,,,,"PFA","Online plus in-house - Full access given",,223,,"Always For Pleasure|Chulas Fronteras","Les Blank","Blank, Les"
"Tote 66-30","Tue Nov 21 00:00:00 PST 1978","Analog tape","MediaPreserve",,,,,"PFA",,,221,,"Zerda's Children|La Maquina|The Warao|Quilino","Jorge Preloran","Preloran, Jorge"
"Tote 66-30","Mon Nov 20 00:00:00 PST 1978","Analog tape","MediaPreserve",,,,,"PFA","Online plus in-house - Full access given",,220,,"Dry Wood and Hot Pepper","Les Blank","Blank, Les"
"Tote 66-30","Sun Nov 19 00:00:00 PST 1978","Analog tape","MediaPreserve",,,,,"PFA","Online plus in-house - Full access given",,219,,"Soul to Soul","Denis Sanders","Sanders, Denis"
"Tote 66-30","Fri Nov 17 00:00:00 PST 1978","Analog tape","MediaPreserve",,,,,"PFA","Online plus in-house - Full access given",,218,,"War Hunt|A Time Out of War","Denis Sanders","Sanders, Denis"
"Tote 66-30","Sun Nov 19 00:00:00 PST 1978","Analog tape","MediaPreserve",,,,,"PFA","Online plus in-house - Full access given",,217,,"Spend it all|A Well Spent Life|The Sun's Gonna Shine","Les Blank","Blank, Les"
"Tote 66-30","Thu Nov 16 00:00:00 PST 1978","Analog tape","MediaPreserve",,,,,"PFA",,,216,,"Molba","Tengiz Abuladze|Sofiko Chiaureli","Abuladze, Tengiz|Chiaureli, Sofiko"
"Tote 66-30","Tue Nov 14 00:00:00 PST 1978","Analog tape","MediaPreserve",,,,,"PFA",,,215,,"The Popovich Brothers of South Chicago","Jill Godmilow","Godmilow, Jill"
"Tote 66-30","Tue Nov 07 00:00:00 PST 1978","Analog tape","MediaPreserve",,,,,"PFA","Online plus in-house - Full access given",,214,,"Navajos Film Themselves","John Adair","Adair, John"
"This is the B-side of the same tape 213","Tue Nov 07 00:00:00 PST 1978","Analog tape","MediaPreserve",,,,,"PFA","Online plus in-house - Full access given",,213,"B","Navajos Film Themselves","John Adair","Adair, John"
"Tote 66-30","Mon Nov 06 00:00:00 PST 1978","Analog tape","MediaPreserve",,,,,"PFA",,,213,"A","Blacks Britannica","David Koff","Koff, David"
"Tote 66-30","Fri Nov 03 00:00:00 PST 1978","Analog tape","MediaPreserve",,,"The Cabinet of Doctor Caligari: A Newly Restored Complete Version",,"PFA","Online plus in-house - Full access given",,212,,"The Cabinet of Dr. Caligari","Gero Gandert","Gandert, Gero"
"Tote 66-30","Mon Oct 30 00:00:00 PST 1978","Analog tape","MediaPreserve",,,,,"PFA",,,211,,"Le Boucher|Les Bonnes Femmes","Diane Jacobs","Jacobs, Diane"
"Tote 66-30","Tue Oct 31 00:00:00 PST 1978","Analog tape","MediaPreserve",,,"The Films of Roger Jacoby",,"PFA","online plus in-house - Full access given","New American Independent Cinema",210,,"L'Amico Fried's Glamorous Friends|Floria|Aged in the Wood|Dream Sphinx Opera","Roger Jacoby","Jacoby, Roger"
"Tote 66-30","Tue Oct 24 00:00:00 PDT 1978","Analog tape","MediaPreserve",,,,,"PFA",,"New American Independent Cinema",209,,"Soup Clerk|The Catalog","Jon Rubin","Rubin, Jon"
"Tote 66-30","Wed Oct 18 00:00:00 PDT 1978","Analog tape","MediaPreserve",,,"Direct from World Premiere at New York Film Festival!",,"Wheeler","Online plus in-house - Full access given","West Coast Premiere!",208,,"GATES OF HEAVEN","Errol Morris","Morris, Errol"
"Tote 66-30","Tue Oct 17 00:00:00 PDT 1978","Analog tape","MediaPreserve",,,"Ron Holloway Presents A Tribute to Andrew and Annelie Thorndike",,,"Online plus in-house - Full access given","Four Film Classics of War, Peace, & Revolution",207,,"Operation Teutonic Sword|The Russian Miracle","Ronald Holloway|Annelie Thorndike","Holloway, Ronald|Thorndike, Annelie"
"Tote 66-30","Mon Oct 16 00:00:00 PDT 1978","Analog tape","MediaPreserve",,,"Ron Holloway Presents A Tribute to Andrew and Annelie Thorndike",,"PFA","Online plus in-house - Full access given",,206,,"The German Story|Holiday on Sylt","Ronald Holloway|Annelie Thorndike","Holloway, Ronald|Thorndike, Annelie"
"Tote 66-30","Sun Oct 15 00:00:00 PDT 1978","Analog tape","MediaPreserve",,,"Ron Holloway Presents Films from Eastern Europe",,"PFA",,,205,,,"Ronald Holloway","Holloway, Ronald"
"Tote 66-30","Thu Oct 12 00:00:00 PDT 1978","Analog tape","MediaPreserve",,,"Cahiers du Cinema Presents La Cecilia",,"PFA",,"Cahiers du Cinema Presents ",204,,"Le Camion","Pascal Kane|Pascal Bonitzer","Kane, Pascal|Bonitzer, Pascal"
"Tote 66-30","Fri Oct 13 00:00:00 PDT 1978","Analog tape","MediaPreserve",,,"Cahiers du Cinema Presents Margarite Duras",,"PFA",,"Cahiers du Cinema Presents",203,,"Le Camion","Pascal Kane|Pascal Bonitzer","Kane, Pascal|Bonitzer, Pascal"
"Tote 66-30","Thu Oct 12 00:00:00 PDT 1978","Analog tape","MediaPreserve",,,"Constance Penley Presents:",,,,"American Narrative/Story Art: 1967-1977",202,,"A Casing Shelved|Institutional Quality|Nostalgia","Constance Penley","Penley, Constance"
"Tote 66-30","Sat Oct 07 00:00:00 PDT 1978","Analog tape","MediaPreserve",,,,,"PFA",,"Cahiers du Cinema Presents",201,,"Jeanne Dielman 23 Quai du Commerce 1080 Bruxelles","Pascal Kane|Pascal Bonitzer","Kane, Pascal|Bonitzer, Pascal"
"Tote 66-30","Sat Oct 14 00:00:00 PDT 1978","Analog tape","MediaPreserve",,,"Ron Holloway Presents New German Cinema",,"PFA",,"Ron Holloway Presents",200,,"The Main Actor|Germany in Autumn","Ronald Holloway","Holloway, Ronald"
"Tote 66-30","Thu Oct 12 00:00:00 PDT 1978","Analog tape","MediaPreserve",,,"Cahiers du Cinema Presents La Cecilia",,"PFA",,"Cahiers du Cinema Presents",199,,"La Cecilia","Pascal Kane|Pascal Bonitzer","Kane, Pascal|Bonitzer, Pascal"
"Tote 66-30","Wed Oct 11 00:00:00 PDT 1978","Analog tape","MediaPreserve",,,,,,,"New German Cinema",198,,"The Wrong Move|The Consequence","Wim Wenders|Ronald Holloway|Wolfgang Petersen","Wenders, Wim|Holloway, Ronald|Petersen, Wolfgang"
"Tote 66-30","Wed Oct 11 00:00:00 PDT 1978","Analog tape","MediaPreserve",,,"Cahiers du Cinema Presents Marguerite Duras",,,,"Cahiers du Cinema Presents",197,,"Son nom de Venise dans Calcutta désert","Pascal Kane|Pascal Bonitzer","Kane, Pascal|Bonitzer, Pascal"
"Tote 66-30","Mon Oct 09 00:00:00 PDT 1978","Analog tape","MediaPreserve",,,"Films of the Struggle by the PLO",,"PFA",,"Ron Holloway Presents",196,,"The Key|Tel Al Za'Ater","Ronald Holloway","Holloway, Ronald"
"Tote 66-30","Mon Oct 09 00:00:00 PDT 1978","Analog tape","MediaPreserve",,,,,"PFA",,"Cahiers du Cinema Presents",195,,"The Smugglers","Pascal Kane|Pascal Bonitzer","Kane, Pascal|Bonitzer, Pascal"
"Tote 66-30","Tue Oct 10 00:00:00 PDT 1978","Analog tape","MediaPreserve",,,"Ron Holloway Presents New German Cinema",,"PFA",,"New German Cinema",194,,"One of Us Both|Black and White Like Days and Nights|What Do You Think of the Death of Wilma Montesi?","Ronald Holloway|Wolfgang Petersen|Helmer Von Luetzelburg","Holloway, Ronald|Petersen, Wolfgang|Luetzelburg, Helmer Von"
