genreForm,accessionNumber,itemNumber,title,titlew1974,country,year,generation,dimensions,videoFormat,summary,duration,DigitizationNotes,note1,url,subj1,subj2,subj3
Unedited footage,0550-01-16167,16167,Four more years [raw footage: tape 046],,United States,,,1/2 in.,EIAJ,"[Contents:] Patrick [?] Utley -- Tom Pettit -- Chad Everett -- Color guard -- Doug Kiker -- Ray Block and the band rehearse ; Monday 8/21/72. Interviews with CBS reporters and staff, including: Jim Byrne, Doug Kiker (00:10:10). Live band performances.",28:10,"Tape is moldy.  ; Digitization Vendor Comments: Aligned Playback Level to program; Aligned Audio Level to Program; Unstable Control Track; Flagging Visible in Picture;Channel1 Mono; Some Levels may be adjusted beyond broadcast standards to obtain a more usable picture, as was recorded on tape. ; Digitization QC Note: Noticeable dropouts (tape crease?) and/or tracking errors in image about 1/4 of the way up from the bottom of the frame. Head switching, mild flagging and jitter. Dirt on lens. --AES 2019-10-15","Recorded by TVTV at the 1972 Republican National Convention in Miami Beach, Florida. These tapes represent outtakes from the 1972 work, ""Four More Years.""",https://archive.org/details/four-more-years-046_16167,"Republican National Convention (30th : 1972 : Miami Beach, Fla.)",,
Unedited footage,0550-01-16168,16168,Four more years [raw footage: tape 047],,United States,,,1/2 in.,EIAJ,"[Contents:] YVG [young voters group?], wimp raps on the press -- Spiro's story ; Monday 8/21/72. Interviews with Young Republicans outside.",31:59,"Tape is moldy.  ; Digitization Vendor Comments: Aligned Playback Level to program; Aligned Audio Level to Program; Unstable Control Track; Flagging Visible in Picture;Channel1 Mono; Some Levels may be adjusted beyond broadcast standards to obtain a more usable picture, as was recorded on tape. ; Digitization QC Note: Chrominance noise - why? Head switching, mild flagging and jitter, going in and out as tape goes on. Few tracking errors or dropouts until very end. --AES 2019-10-15","Recorded by TVTV at the 1972 Republican National Convention in Miami Beach, Florida. These tapes represent outtakes from the 1972 work, ""Four More Years.""",https://archive.org/details/four-more-years-047_16168,"Republican National Convention (30th : 1972 : Miami Beach, Fla.)",,
Unedited footage,0550-01-16169,16169,Four more years [raw footage: tape 048],,United States,,,1/2 in.,EIAJ,[Contents:] Convention hall / young voters ; Monday 8/21/72. Interviews with conventiongoers on convention floor.,32:16,"Tape is moldy.  ; Digitization Vendor Comments: Aligned Playback Level to program; Unstable Control Track; Aligned Audio Level to Program; Flagging Visible in Picture;Channel1 Mono; Some Levels may be adjusted beyond broadcast standards to obtain a more usable picture, as was recorded on tape. ; Digitization QC Note: Interference patterns (e.g. around 00:10:00). Chrominance noise - why? More severe head switching, flagging, and jitter on this one. Tracking errors or dropouts are milder. --AES 2019-10-15","Recorded by TVTV at the 1972 Republican National Convention in Miami Beach, Florida. These tapes represent outtakes from the 1972 work, ""Four More Years.""",https://archive.org/details/four-more-years-048_16169,"Republican National Convention (30th : 1972 : Miami Beach, Fla.)",,
Unedited footage,0550-01-16170,16170,Four more years [raw footage: tape 049],,United States,,,1/2 in.,EIAJ,[Contents:] Girl scouts flag bearers -- Color guard ceremony -- John Hart -- Secret Service -- First Family -- [Ronald] Reagan ; Monday 8/21/72. Convention floor: Ronald Reagan at 00:22:33; interview at 00:29:30. Nixon family (with Secret Service) at 00:25:50.,32:01,"Tape is moldy. ; Digitization Vendor Comments: Aligned Playback Level to program; Unstable Control Track; Aligned Audio Level to Program; Flagging Visible in Picture;Channel1 Mono; Some Levels may be adjusted beyond broadcast standards to obtain a more usable picture, as was recorded on tape. ; Digitization QC Note: Bad tracking errors at beginning; breakup 00:00:35-00:00:45. Mild errors through rest of tape. Interference patterns (through much more of tape than others, including Reagan interview 00:29:40). Head switching, flagging, and jitter are ok. Abrupt end. --AES 2019-10-15","Recorded by TVTV at the 1972 Republican National Convention in Miami Beach, Florida. These tapes represent outtakes from the 1972 work, ""Four More Years.""",https://archive.org/details/four-more-years-049_16170,"Republican National Convention (30th : 1972 : Miami Beach, Fla.)",,
Unedited footage,0550-01-16171,16171,Four more years [raw footage: tape 050],,United States,,,1/2 in.,EIAJ,[Contents:] On the bus with the Oklahoma delegation ; Monday 8/21/72. Convention floor. First family seen at 00:07:56.,32:04,"Tape is moldy.  ; Digitization Vendor Comments: Aligned Playback Level to program;  Unstable Control Track; Aligned Audio Level to Program; Flagging Visible in Picture;Channel1 Mono; Some Levels may be adjusted beyond broadcast standards to obtain a more usable picture, as was recorded on tape. Tape was upside down on the reel, had to be corrected before capture. ; Digitization QC Note: Bad tracking errors that obscure middle of image from head through 00:07:53. Interference patterns/carrier leak? (can see other cameras at 00:01:35). Burned black spots around bright lights (probably recorded in) at 00:01:20. Head switching, flagging, and jitter. --AES 2019-10-21","Recorded by TVTV at the 1972 Republican National Convention in Miami Beach, Florida. These tapes represent outtakes from the 1972 work, ""Four More Years.""",https://archive.org/details/four-more-years-050_16171,"Republican National Convention (30th : 1972 : Miami Beach, Fla.)",,
Unedited footage,0550-01-16172,16172,Four more years [raw footage: tape 051],,United States,,,1/2 in.,EIAJ,[Contents:] Herb Kaplow (ABC) -- Cassie Mackin (NBC) -- Art Buchwald --  Doug Kiker -- Mike Wallace -- Tom Pettit - Roger Mudd -- Liz Peere -- Disenchanted Republican youths on the [convention] floor ; Convention floor Monday 8/21/72. Interview with Cassie Mackin (NBC) at 00:06:00; Art Buchwald 00:09:55; Doug Kiker (NBC) 00:12:46; Mike Wallace (CBS) 00:15:26; Tom Pettit (NBC) 00:19:37; Liz Peer (Newsweek) 00:22:00.,32:20,"Tape is moldy.  ; Digitization Vendor Comments: Aligned Playback Level to program; Aligned Audio Level to Program; Head Switching Visible; Unstable Control Track; Tearing Visible in Picture;  Flagging Visible in Picture;Channel1 Mono; Some Levels may be adjusted beyond broadcast standards to obtain a more usable picture, as was recorded on tape. ; Digitization QC Note: Very slight chrominance noise in head switching - inherent? Breakup and bad tracking errors head through 00:00:45, improve afterwards. Jitter in flagging area. Head switching. Abrupt end. --AES 2019-10-21","Recorded by TVTV at the 1972 Republican National Convention in Miami Beach, Florida. These tapes represent outtakes from the 1972 work, ""Four More Years.""",https://archive.org/details/four-more-years-051_16172,"Republican National Convention (30th : 1972 : Miami Beach, Fla.)",,
Unedited footage,0550-01-16173,16173,Four more years [raw footage: tape 052],,United States,,,1/2 in.,EIAJ,"[Contents:] Chancellor and Brinkley -- Cassie Mackin -- Tom Pettit ; Tuesday 8/22/72. NBC media booth. More media interviews: with Cassie Mackin 00:16:29, Tom Pettit 00:18:49.",32:57,"Tape is moldy.  ; Digitization Vendor Comments: Aligned Playback Level to program; Aligned Audio Level to Program;Channel1 Mono; Some Levels may be adjusted beyond broadcast standards to obtain a more usable picture, as was recorded on tape. ; Digitization QC Note: Head is audio-only until about 20 seconds in when Portapak is turned on; particularly bad tracking through 00:03:00, with errors continuing past this time. Textured interference patterns. Head switching, flagging, jitter ok. --AES 2019-10-21","Recorded by TVTV at the 1972 Republican National Convention in Miami Beach, Florida. These tapes represent outtakes from the 1972 work, ""Four More Years.""",https://archive.org/details/four-more-years-052_16173,"Republican National Convention (30th : 1972 : Miami Beach, Fla.)",,
Unedited footage,0550-01-16174,16174,Four more years [raw footage: tape 053],,United States,,,1/2 in.,EIAJ,"[Contents:] Fonda, running -- Fire freaking -- Fire raps with Irving Wallace -- Hughes Rudd (CBS) ; Street demonstrations night of Monday 8/21/72. Jane Fonda audio at 00:00:37. Interview with ""Pepsi Girl"" at 00:17:12; Irving Wallace 00:21:12; Hughes Rudd 00:30:00 (on guerilla TV - continues in 16178).",34:32,"Tape is moldy.  ; Digitization Vendor Comments: Aligned Playback Level to program; Aligned Audio Level to Program; Unstable Control Track; Flagging Visible in Picture;Channel1 Mono; Some Levels may be adjusted beyond broadcast standards to obtain a more usable picture, as was recorded on tape. ; Digitization QC Note: Breakup at 00:07:05 and again at 00:08:15; tracking errors (??) quite bad at 00:09:19 (4 or 5 distinctive lines) through 00:10:55, and present in rest of tape. Head switching, flagging, jitter, especially right at end. --AES 2019-10-21","Recorded by TVTV at the 1972 Republican National Convention in Miami Beach, Florida. These tapes represent outtakes from the 1972 work, ""Four More Years.""",https://archive.org/details/four-more-years-053_16174,"Republican National Convention (30th : 1972 : Miami Beach, Fla.)",,
Unedited footage,0550-01-16175,16175,Four more years [raw footage: tape 054],,United States,,,1/2 in.,EIAJ,"[Contents:] Meeting of Vietnam Veterans Against the War at Flamingo Park -- Morning of Fontainbleu demonstration -- Raps on proposals, action, and motives ; Vietnam Veterans Against the War meeting.",33:11,"Tape is moldy.  ; Digitization Vendor Comments: Aligned Playback Level to program; Unstable Control Track; Aligned Audio Level to Program; Flagging Visible in Picture;Channel1 Mono; Some Levels may be adjusted beyond broadcast standards to obtain a more usable picture, as was recorded on tape. ; Digitization QC Note: Breakup through 00:00:25 and at end. Dropouts, flagging, jitter, head switching all ok. Can be low-contrast. --AES 2019-10-21","Recorded by TVTV at the 1972 Republican National Convention in Miami Beach, Florida. These tapes represent outtakes from the 1972 work, ""Four More Years.""",https://archive.org/details/four-more-years-054_16175,"Republican National Convention (30th : 1972 : Miami Beach, Fla.)",,
Unedited footage,0550-01-16176,16176,Four more years [raw footage: tape 055],,United States,,,1/2 in.,EIAJ,"[Contents:] 15 minutes on the floor with Oklahoma / random shit -- Poolside chat with Okies, next morning ; Monday 8/21/72 interviews and footage on convention floor (centered on Oklahoma); Tuesday 8/22/72 hotel breakfast and pool with Oklahoma delegation.",33:14,"Tape is moldy.  ; Digitization Vendor Comments: Aligned Playback Level to program; Unstable Control Track; Aligned Audio Level to Program; Flagging Visible in Picture;Channel1 Mono; Some Levels may be adjusted beyond broadcast standards to obtain a more usable picture, as was recorded on tape. ; Digitization QC Note: Chrominance noise - why? Breakup 00:01:16-00:01:33. Textured interference patterns. Dropouts, flagging, jitter, head switching all ok until very end. --AES 2019-10-21","Recorded by TVTV at the 1972 Republican National Convention in Miami Beach, Florida. These tapes represent outtakes from the 1972 work, ""Four More Years.""",https://archive.org/details/four-more-years-055_16176,"Republican National Convention (30th : 1972 : Miami Beach, Fla.)",,
Unedited footage,0550-01-16178,16178,Four more years [raw footage: tape 057],,United States,,,1/2 in.,EIAJ,"[Contents:] Hughes Rudd (CBS) -- Mr. Peanut -- Women of Distinction ; Monday 8/21/72. Continue Hughes Rudd interview on guerilla TV from 16174; luncheon (for women?), featuring Mr. Peanut mascot (interviewed at 00:10:53) and Nixonettes.",33:16,"Tape is moldy.  ; Digitization Vendor Comments: Aligned Playback Level to program; Aligned Audio Level to Program; Unstable Control Track; Flagging Visible in Picture;Channel1 Mono; Some Levels may be adjusted beyond broadcast standards to obtain a more usable picture, as was recorded on tape. ; Digitization QC Note: Tracking errors through tape. Breakup and audio loss in first 8 min. (noted in TVTV shot logs). Tracking errors throughout tape. Flagging, jitter, head switching all ok for the most part, worsen towards end. --AES 2019-10-21","Recorded by TVTV at the 1972 Republican National Convention in Miami Beach, Florida. These tapes represent outtakes from the 1972 work, ""Four More Years.""",https://archive.org/details/four-more-years-057_16178,"Republican National Convention (30th : 1972 : Miami Beach, Fla.)",,
